word,క్రి.రూపం.,meaning,annotation
విడబడు,,విడువబడు,
విడబారు,,"విడివడు,విడు",
విడిదేరు,,ప్రకాశమానమగు,
విడియు,,"సేనలు బసచేయు,బసచేయు 2.దండెత్తు 3.(నీతి)షడ్గుణములలో నాలుగవదగు నాసనము నాశ్రయించు,సమయము ప్రతీక్షించు 4.ప్రవహించు 5.విడిపోవు 6.జోరు",
విడివడు,,"(నిర్భంధమునుండి)తొలగు 2.(తెగనుండి)విడిపోవు,వీడు,వీడిపోవు 3.నిరాటంకముగా ప్రవర్తిల్లు 4.తెరవబడు 5.జారు 6.ప్రసరించు 7.బయలుపడు",
విడిపోవు,,"వదలు,విడివడు",
విడు,,"పోవు,అంతమగు 2.వీడు,విశ్లిష్టమగు ౩.వికసించు",
విడుగు,,వికసించు,
విడుచు,,"(ఊడలు,కొమ్మలు మొ..)పుట్టు 2.ఎడతెగు",
విడుజట్లుగొను,,ప్రత్యేకమైన అమ్మకపు సరకుగాగొను,
విడువడు,,"విడివడు,బయలుపడు",
వితాకుపడు,,నిశ్చేష్టితుడగు,
విత్తిడు,,విత్తులు చల్లు,
విదురు=విదులు,,"విదురుచు,విదుర్చు,విదుర్పు",
వినవచ్చు,,"వినబడు,శ్రవణగోచరమగు",
వినిపించు,,"వినవచ్చు,శృతిగోచరమగు,వినబడు,వినుచు",
వినుచు,,"వినవచ్చు,వినబడు",
"వినుపించు=వినిపించు,విన్పించు",,"వినవచ్చు,వినబడు",
వినోదించు,,క్రీడించు2.క్రీడాదులచే బ్రొద్దుపుచ్చు,
వించు=వినుచు,,"వినవచ్చు,వినబడు",
విన్నందు,,విజ్రుంభించు,
విన్నబడు,,"దైన్యపడు,ఖేదపడు",
విన్నబారు,,"వెలవెలపోవు,వికాసముచెడు",
విన్నబోవు,,"వివర్ణమగు 2.క్షీణించు ౩.న్యూనమగు,తక్కువగు 4.దైన్యమునొందు",
విన్నవించు,,"మనవిచేయు,విజ్ఞాపించు",
విన్నాణిoచు,,"సుందరమగు,ఒప్పిదమగు",
విప్పారు,,"విరివిచెందు,విస్తరిల్లు 2.వికసించు",
విప్పు,,"విరియు,విరివిజెందు 2.వికసించు,విరియు 3.విడు",
విప్పువాఱు,,వికసించు,
వియ్యమం(య్యాలం)దు,,వైవాహిక సంబంధముచేయు 2.సంబంధము కలిగియుండు 3.సామ్యమునొందు,
విరబడు=విరియబడు,,"విరియు,వికసించు 2.విజ్రుంభించు ",
విరలిగొను=విరాలిగొను,,"మోహపడు,వలచు",
విరవాయు,,రెండుగా చీలు,
విరవిరవారు,,"విరవిరపోవు,భయాదులచే అవయవములు స్వాధీనత తప్పు",
విరవిరవోవు=విలవిలవోవు,,విహ్వలతనొందు 2.విరిసిపారు,
విరాళిగొను,,"వలపుచెందు,మోహపడు",
విరిపోటుసేయు,,"భేదము కల్గించు 2.పాడుచేయు,చెరుచు",
విరియబడు,,"విరియు,వీడిపోవు 2.వ్యాపించు,క్రమ్ము",
విరియబారు,,"వికసించు 2.విచ్చు,విడిపోవు 3.వ్యాపించు,క్రమ్ము 4.పగులు,భేదిల్లు",
విరియు,,"వికసించు 2.పుష్పించు,పూచు 3.విడిపోవు 4.విచ్చిపోవు,విశ్లథమగు 5.చెదరు 6.తొలగు 7.రాలిపోవు 8.వివశమగు 9.అదృశ్యమగు,అడగు 10.భగ్నమగు,విరుగు 11.వ్యాపించు 12.పొంగు",
విరులెత్తు,,పుష్పించు,
విర్గు-విఱుగు,,"తునియు,భగ్నమగు",
విఱవిఱకపోవు,,తాపమునొందు,
విఱవీగు=విఱ్ఱవీగు,,గర్వపడు,
విఱుగబడు,,"పారిపోవు,పలాయనమగు 2.గర్వించు",
విఱుగు,,"తునియు,ముక్కలగు 2.విరక్తమగు,ఆసక్తిలేకుండు 3.భయపడు 4.ఓడు,పరాజితుడగు 5.పలాయితుడగు,పారు 6.అడగు,నశించు 7.పడు 8.(ఋణము)తీరు",
విఱ్ఱనవీగు=విఱ్ఱవీగు,,మిక్కిలిఅతిశయించు,
విఱ్ఱవీగు=విఱ్ఱనవీగు,,"మిక్కిలినిక్కు,మిక్కిలిగర్వించు 2.మిక్కిలి యొప్పు,మిక్కిలి అతిశయించు 3.సమృద్ధమగు",
విలవిలబడు,,"మ్లానమగు,వాడిపోవు",
విలవిలపోవు,,"విహ్వలతజెందు,అవశమగు",
విలసిల్లు(లు),,ప్రకాశించు  2.సంతోషము,
